-4.877551 1.959184 17.435849
-0.387755 -1.510204 0.036496
-0.612245 -6.000000 -1.113278
-3.755102 0.734694 -35.077606
-0.612245 -3.551020 0.958090
4.102041 -3.755102 36.759775
3.877551 -4.163265 17.877563
-3.306122 3.387755 32.612216
2.081633 1.551020 -2.088632
-1.734694 1.551020 -1.450439
3.877551 4.000000 34.005670
-0.836735 -1.306122 -0.257864
-1.061224 0.530612 -3.126148
3.653061 -3.551020 34.109081
0.734694 -2.530612 1.444188
-5.551020 2.979592 88.213984
-3.306122 -0.285714 -29.842908
-3.306122 4.000000 24.721463
-3.979592 -1.306122 -5.833014
-2.408163 -1.918367 8.174991
0.510204 -1.510204 0.063186
-2.632653 0.530612 -19.238993
-3.755102 -2.122449 27.032772
-5.102041 -5.591837 -66.585699
-0.387755 -2.938776 0.450217
-3.081633 -1.510204 2.305129
-6.000000 -3.755102 78.645774
1.632653 4.000000 6.028706
4.775510 1.959184 16.713946
1.632653 -4.775510 -1.625619
1.183673 3.387755 4.180289
2.755102 -0.489796 -18.381563
2.979592 1.551020 -4.279246
-1.061224 0.938776 -2.360706
3.877551 -1.918367 21.194856
0.061224 3.387755 0.011184
1.408163 -0.897959 -3.013687
0.061224 -1.918367 0.005284
-0.612245 -1.918367 0.528404
-2.632653 1.346939 -7.430643
-4.428571 -3.959184 33.783378
1.183673 -4.571429 -0.002657
2.755102 0.326531 -22.383450
-2.857143 -1.714286 6.887417
0.734694 2.367347 0.986373
-4.204082 1.551020 -8.519145
1.857143 -3.551020 8.815496
-3.755102 1.142857 -22.811041
2.081633 2.775510 11.360038
-0.387755 -3.346939 0.424187
4.102041 -5.183673 -29.037398
-0.836735 -4.979592 -0.834908
2.755102 0.734694 -18.882602
-1.285714 0.122449 -4.958275
-2.408163 -0.489796 -14.043615
-0.387755 -3.551020 0.384301
0.061224 -1.306122 -0.001381
-6.000000 3.795918 94.111959
-5.326531 2.163265 37.089582
2.530612 -0.081633 -18.735317
-4.204082 -3.346939 49.863696
2.755102 -0.081633 -22.206761
-6.000000 -2.734694 104.221326
-4.204082 0.326531 -52.118743
-0.612245 1.142857 -0.606390
4.102041 -2.530612 45.020549
-2.183673 2.775510 12.501065
0.510204 -0.693878 -0.523867
4.775510 1.551020 -10.992420
-3.755102 -0.285714 -38.498761
-2.632653 -4.775510 -4.226863
3.428571 -3.346939 33.164129
-1.959184 -0.897959 -5.833679
-1.734694 -1.306122 -1.108311
3.428571 -4.367347 7.125312
-4.204082 3.387755 52.733273
-5.551020 -4.367347 18.677688
3.204082 -6.000000 -30.490202
-3.081633 -0.693878 -19.111503
0.285714 0.122449 -0.244853
1.857143 1.142857 -5.579461
-5.102041 -1.306122 -9.587466
2.530612 -3.142857 19.016287
-5.551020 1.142857 -49.847946
-1.061224 2.571429 2.558323
-4.428571 -0.489796 -47.493522
-1.061224 -4.163265 1.339084
-1.959184 -4.367347 2.326632
0.734694 -4.163265 0.641809
4.326531 -1.918367 26.387302
-6.000000 2.367347 65.785597
-2.632653 3.183673 20.689721
-3.081633 -5.795918 -26.804153
1.632653 -0.489796 -6.454980
0.734694 0.326531 -1.591712
-3.530612 -4.163265 14.821540
1.408163 2.979592 5.676724
-1.510204 1.959184 1.671517
1.183673 1.142857 -2.266551
2.755102 3.795918 19.843473
2.081633 -0.897959 -6.585676
-5.102041 2.979592 74.521167
-2.857143 3.387755 24.356022
0.061224 -5.591837 -0.009588
1.632653 -6.000000 -7.916641
4.775510 -4.367347 13.823468
-3.530612 2.367347 22.778670
-4.653061 -2.938776 64.831238
-3.755102 -4.979592 -16.815379
0.734694 -2.326531 1.265766
-3.081633 -1.918367 13.386812
-3.979592 2.571429 35.976414
-2.183673 3.795918 12.465730
4.102041 0.734694 -41.858765
-0.612245 -0.285714 -1.023419
-5.775510 -1.918367 47.021463
2.530612 -6.000000 -19.019731
0.734694 -0.489796 -1.307133
-0.836735 2.571429 1.590437
-4.428571 -2.122449 37.598836
2.081633 3.387755 12.928574
-5.102041 -0.897959 -39.562165
3.877551 0.734694 -37.402575
-1.285714 2.979592 4.732392
-3.530612 -5.387755 -27.263973
0.734694 1.346939 -0.578698
-1.061224 3.183673 3.361878
-3.979592 -0.285714 -43.239466
-0.612245 3.183673 1.118968
1.632653 0.122449 -7.995203
-1.734694 -3.142857 8.935528
4.326531 0.530612 -51.960656
-4.877551 -1.306122 -8.762330
-3.530612 -0.489796 -30.186107
1.408163 2.367347 3.623551
5.000000 -1.918367 35.241585
-3.530612 -0.897959 -18.944896
-3.979592 -2.122449 30.361565
-1.061224 -1.102041 -1.085737
-4.653061 3.795918 56.600445
2.306122 1.142857 -8.603325
-3.979592 -3.959184 27.280531
1.183673 1.551020 -0.675332
1.183673 -5.183673 -2.417807
-1.734694 -3.551020 7.691337
-2.183673 -0.081633 -13.950354
1.408163 3.795918 5.183801
-3.306122 -2.734694 31.644043
0.061224 -5.183673 -0.006469
3.428571 -0.897959 -17.865640
1.857143 -1.102041 -3.325068
